ID,Titre,Description,Tags,URL
185,Les salons Résolution (journée des solutions RSE) en région auront lieu cet automne,"Résolution Pays Basque 15 octobre à Bayonne au stade Jean Dauger

Résolution Béarn 7 novembre à Pau, Hippodrome

Résolution Charente-Maritime 28 novembre à La Rochelle, espace Encan

L'édition de Charente-Maritime est une édition toute spéciale car construite en partenariat avec le Salon professionnel de la neutralité carbone, organisé par la Coopérative Carbone. Une convention d'union des salons va être signée, le 2 juillet prochain, lors de l'assemblée des sociétaires de la Coopérative Carbone, à La Rochelle.

 

> Le Salon pro. de la neutralité carbone traitera des sujets d'environnement (décarbonation principalement) et Résolution des thématiques sociétales (Inclusion, QVCT, Gouvernance, Parité, Diversité, etc).

Un espace exposants communs, des salles de conférences distinctes et des ateliers, rencontres, fresques & serious games toute la journée de 9h à 19h.",,https://go.sudouest-publicite.com/e/433602/nouvelle-aquitaine-/b5gszc/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
186,,"🎥 Revivez les meilleurs moments de la première soirée Influences Locales à Rochefort, au restaurant Vivre[s] par Gregory Coutanceau",,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5gszg/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
187,,📰 Ce qu’on a retenu de LA PREUVE 2024  #DemainLaPresse,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5gszk/1670017909/h/G0FfDlPfFe_dpJmKc7-01Nq6F4MiSMHvvB0DMDDNtpI
188,Avez-vous remarqué les changements sur le site SOP ? 👀,"L'équipe communication travaille sur une refonte du style graphique du site SOP. Pas de modification de la maquette mais plutôt une évolution sur le travail des visuels et des accroches.

L'objectif : donner un nouveau souffle au site avec des visuels plus immersifs et mettre davantage en avant nos offres de visibilité locale.

Cette projet accompagne l'évolution de l'offre et du positionnement de la régie : le partenaire des entreprises pour la publicité locale et les médias de proximité.

 
Pour le moment l'évolution est visible sur la Home Page et les pages de nos médias, mais petit à petit les autres pages évolueront à leur tour.

Un travail sur le long terme essentiel pour améliorer le parcours des internautes sur notre site et valoriser nos offres de proximité.",,https://go.sudouest-publicite.com/e/433602/2024-06-11/b5g7mq/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
189,Sud-ouest Emploi change de logo !,"La verticale Emploi est heureuse de vous dévoiler son nouveau logo. Davantage en accord avec l'ADN de Sud-ouest Emploi, ce logo au pictogramme très reconnaissable va permettre d'augmenter notre niveau de reconnaissance spontanée. La couleur pourpre, dynamique, donne un coup de jeune au logo.

 

Bravo à Eva Benes, de l'agence Eliette qui a réalisé ce logo.",,
190,Projet JO - Caisse d'Épargne Aquitaine Poitou-Charente,"Un supplément grand format pour présenter les 31 relayeurs de notre territoire : rédaction par l'Agence Eliette, montage Studio, impression de 100 000 exemplaires au NCI, distribution avec Diff Event sur tout le parcours de la flamme.

Commerciale Stéfany Hayek",,https://go.sudouest-publicite.com/e/433602/nliactivity7199295494144110592/b5g7mt/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
191,DIGIVISION - Office de tourisme du Haut Béarn,"Des films réalisés par Digivision pour l'office de tourisme du Haut Béarn (Pyrénées) avec de magnifiques images  !

Diffusion en sponsoring d'émission sur TVPI durant l'été, diffusion sur le site du client, et capsules sur les réseaux sociaux.

Commercial François BONNEMAIZON

Budget 8 990€ HT",,"https://go.sudouest-publicite.com/e/433602/watch-v-DyubzwFKdrE/b5g7mx/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE

https://go.sudouest-publicite.com/e/433602/watch-v-aHQkZluUawE/b5g7n1/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE

https://go.sudouest-publicite.com/e/433602/watch-v-xjXLYJ7dH7A/b5g7n4/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE"
192,Book Tarifs à jour,"Le Book Tarifs 2024 a été mis à jour et intègre désormais les gammes visibilité.

Dispo dans la Market Place !",,https://go.sudouest-publicite.com/e/433602/xYs4dRqnTBt7i-view-usp-sharing/b5g7n7/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
193,Campus One Day,"Le prochain campus est proposé par Anaîs Sultana et l'équipe Solution Média pour vous présenter l'offre ONE DAY. 

un dispositif clé en main
une offre de puissance et d'émergence
Ne manquez pas ce campus pour comprendre l'offre, poser toutes vos questions et être parfaitement à l'aise dans la commercialisation.

📅 Deux dates au choix : jeudi 13 ou mardi 18 (cliquer sur la date pour voir la liste de choix déroulante).",,https://go.sudouest-publicite.com/e/433602/e-loffre-one-day-type-detailed/b5g7nb/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
194,Focus sur les Éditions Sud Ouest,"Les éditions Sud Ouest (ESO) ont récemment signé avec le restaurant Le Chapon fin à Bordeaux (28K€ d'achats fermes sur un CA total de 37,7K€)  la réalisation d'un beau livre sur ce restaurant qui fête  en 2025  ses 200 ans. Il sera livré en octobre. 

 

Mode d’emploi pour les Editions SO :

 Je détecte un prospect susceptible d'être intéressé par l’édition d’un ouvrage
Je remonte l'information à Marie-Luce Ribot
On établit un budget prévisionnel
ESO établit un BP
Une éditrice ESO rencontre le prospect pour présenter le projet, le devis
ESO propose une charte graphique, identifie les auteur(s) et ressources, ainsi qu’un calendrier
Ecriture, conception et réalisation par ESO, le client est associé à chaque étape et valide le BAT
Fabrication de l’ouvrage
Possibilité de créer un événement pour marquer la sortie du livre",,
195,Les 40 ans du Siba ,(CA : 15 K€- M.Malié),,https://go.sudouest-publicite.com/e/433602/read-007438584873d0ade8f3c/b5g7nf/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
196,Les vignerons de Sainte-Victoire et les Cham-pagnes Philiponnat avec Terre de Vin,,,https://go.sudouest-publicite.com/e/433602/read-004637714ede4afa9e7a6/b5g7nj/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
197,Les chantiers charentais Amel,"(CA : 39,8K€)",,https://go.sudouest-publicite.com/e/433602/read-004637714c11e20662491/b5g7nm/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
198,L'équipe Gironde à la Médocaine VTT,Bravo à l'équipe Gironde qui a fièrement porté les couleurs Sud Ouest lors de la Médocaine VTT samedi 25 mai à Arsac.,,
199,📢 Mise à jour des signatures de mails,"Nous remarquons un grand nombre de signatures de mails utilisant d'anciens logos, notamment le logo Sud Ouest. Le changement de ce logo datant de février, il est primordial d'avoir une signature à jour. Veuillez vérifier que votre signature est à jour et si ce n'est pas le cas pensez à l'actualiser rapidement.",,https://go.sudouest-publicite.com/e/433602/uHJg6UODwhg---view-usp-sharing/b5g7nq/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
200,Club Résolution de Placéco,"La première réunion du Club Résolution s'est tenue le 4 juin dans nos locaux à Bordeaux. Ce club, créé par Placéco, réunit les référents RSE des entreprises locales. 44 personnes étaient présentes et ont pu suivre le journal de la RSE, assister à une table ronde ronde sur le mécénat et participer à un atelier de travail animé par la rédaction.",,https://go.sudouest-publicite.com/e/433602/nouvelle-aquitaine-/b5g7nt/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
201,Bilan conférence BRS ,,,https://go.sudouest-publicite.com/e/433602/5rG-iFy1c-IvIKddOaGB17-GM-view/b5g7nx/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
202,,"Dans quelques semaines, découvrez notre dispositif exceptionnel qui célébrera les 80 ans de Sud Ouest ",,https://go.sudouest-publicite.com/e/433602/ce-share-utm-medium-member-ios/b5g7p1/1666472679/h/KzVTenUlUbSMw_BlYMWovGqD3ztdd3GdU8Kom4ErinE
203,"À l'instar du Groupe Sud Ouest, Eliette se transforme et évolue en permanence pour répondre aux défis du marché. Il était temps pour nos réseaux sociaux de traduire cette formidable évolution réalisée en quelques mois.","Et pour incarner cette évolution, nous avons choisi de repartir de zéro ! Après avoir travaillé sur une nouvelle charte graphique, la team Social Media avait à cœur de partir sur une page blanche, pour pouvoir communiquer différemment, tout en accentuant notre positionnement d'agence de marque.

Notre nouvelle ligne directrice a été de mettre en lumière des données marketing sur les tendances social media (audio digital, FOOH, identité de marque…), tout en rebondissant sur des sujets de pop culture, et en ponctuant le tout de moments d’agence, de portraits de collaborateurs ou encore, de tournages. Le tout, agrémenté de nouvelles couleurs plus “friendly digital” et plus “punchy” !

 
Nous sommes super contents du résultat ainsi que de cette nouvelle ligne éditoriale, et nous espérons qu’elle vous plaira autant qu’à nous ! Nous observons déjà un impact positif sur le taux d’engagement de notre communauté, un bon indicateur qualitatif sur notre nouvelle stratégie réseaux sociaux.

Nous vous invitons d’ailleurs à nous rejoindre sur nos comptes Instagram et Linkedin (qui ne tardera pas à atteindre la barre des 4000 abonnés !). :)",,https://go.sudouest-publicite.com/e/433602/LJWMW3P5Pf-view-usp-drive-link/b5dwfn/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
204,VINCI -  Lot & Garonne,"Numéro spécial édité en partenariat avec VINCI et distribué à l'ensemble des lecteurs Sud Ouest de la région.

Supplément toutes éditions en 8 pages édition déléguée + déclinaison en long format digital.

Budget : 42 000 €

Commerciale Marie Lagaüzère",,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5dwfv/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
205,AGENCE DE L'EAU Adour-Garonne au siège ,Accueil de l'Agence de l'eau Adour-Garonne au sein de notre siège pour assister au JT du soir de TV7 et à la conférence de bouclage du journal.,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5dwfy/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
206,Tutoriel sur le tableau de bord de la page d’accueil SoBiz,"Le Tableau de Bord de la page d'accueil des commerciaux SOP PME/GE a été mis à jour ! 

Vous pouvez constater aujourd'hui qu'une réorganisation du tableau de bord a été réalisée, toujours dans le soucis d' apporter une vision plus claire sur votre activité commerciale. 

Dans la foulée, un tutoriel interactif (Diaporama Slide) vous permet de naviguer dans ce Tableau de bord et vous donner les clés de compréhension des rapports accessibles pour chaque tuile et comment l'information y est organisée.  

 

Le lien vers le tutoriel est directement accessible depuis le tableau de bord sinon il suffit de cliquer ici !",,https://go.sudouest-publicite.com/e/433602/xmnuLwlFDeaFY-edit-usp-sharing/b5dwg2/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
207,Mise à jour des signatures de mail ,Le logo Eliette s'est fait une beauté ! Il est temps d'actualiser votre signature avec le nouveau logo. ,,https://go.sudouest-publicite.com/e/433602/uHJg6UODwhg---view-usp-sharing/b5dwg5/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
208,Puissance de nos titres Groupe Sud Ouest par départements,"L'équipe Solution Média a préparé des présentations sur la puissance par titre et par département pour vous aider dans vos propals.

Les fiches sont disponibles dans la Market Place !",,https://go.sudouest-publicite.com/e/433602/G5Atz6L0U9O4Nse-usp-drive-link/b5dwg8/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
209,Conférences Sud Ouest / TV7 : un format qui fonctionne !,"Un format simple qui se fait sans public uniquement sur le plateau TV

Un sujet défini qu'on décide d'aborder avec les partenaires. 

Suite auquel, un dispositif est mis en place :

- Publication d'un article par la rédaction Sud Ouest

- Conférence filmée sur le plateau TV7 animé par un journaliste et diffusé sous forme de live Facebook et sur sudouest.fr quelques jours après le tournage 

- Campagne social média : avant pour inciter les gens à s'inscrire au faux live et après la diffusion pour inciter les gens à visionner le replay

À partir de 7000 euros ",,
210,Save the date : Néo Aquitains 2024,"La 18ème année consécutive par Sud Ouest, la Banque Populaire, la Région Nouvelle-Aquitaine, en partenariat avec Pouey International, ces prix distinguent des chefs d’entreprises performants de notre territoire.

5 soirées auront lieux dans les différents départements de diffusion, rassemblant institutionnels, acteurs économiques et médias 

Mardi 5 novembre : Palio de Boulazac
Mardi 12 novembre : Centre des Congrès à Agen
Mardi 19 novembre : Atrium de Dax
Mardi 10 décembre : Centre des Congrès Bellevue à Biarritz
Mardi 17 décembre : Palais de la Bourse à Bordeaux",,https://go.sudouest-publicite.com/e/433602/2024-05-22/b5dwgc/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
211,Événements Placéco,"- le 21 juin se déroulera la 2e édition d'""Athlétiques, les rencontres sportives Placéco"", qui regroupera plus de 40 entreprises et 200 personnes sur le Village Decathlon Mérignac le temps d'une après-midi sportive et conviviale. ",,https://go.sudouest-publicite.com/e/433602/ment-les-rencontres-sportives-/b5dwgg/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
212,Événements Placéco,"- le 4 juin se déroulera le premier rendez-vous du ""Club Résolution"", dédié à la RSE dans les entreprises et organisations.",,https://go.sudouest-publicite.com/e/433602/sera-a-lhonneur-le-4-juin-4845/b5dwgk/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
213,"Tournage Digivision pour 
SMICTOM Lot-et-Garonne",,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5dwgn/1660999411/h/cy456cLO9R9R0MW1tlMif7BezaX7op2C2RsLrIphuTo
214,Les résultats des audiences S1 de nos quotidiens ont été dévoilés ! ,"Les marques du Groupe Sud Ouest sont en tête du classement PQR et marques d’actualités de l’ACPM One Next Global 2024 !

Des résultats très prometteurs avec :

61% des néo-aquitains lisent un des médias du Groupe Sud Ouest chaque mois.*

Sud Ouest 3ème marque de PQR en France avec 11 050 000 de lecteurs sur les 30 derniers jours.

La République des Pyrénées progresse de 6% sur son nombre de lecteurs print et digital.

Charente Libre progresse de 7% sur son audience mensuelle sur le digital.

N'hésitez pas à en auprès de votre réseaux avec le kit de com !",,
215,HIRUAK - Pays Basque,"Suite à une piste de prospection issue du fichier Pouey reçu en juillet 2023, un premier compte rendu de visite a été effectué en septembre 2023 avec HIRUAK. L'entreprise a souhaité communiquer sur ses 50 ans célébrés en mars 2024.  Un dispositif print et TV a été mis en place, comprenant :

La parution d'un Grand Angle dans Sud Ouest diffusé dans les Landes, le Pays Basque et la Gironde.
 
La création d'un spot de 30 secondes par Digivision diffusé pendant 2 semaines sur TVPI.
Après une période de prospection prolongée, les résultats de la campagne ont été dévoilés en mars 2024. 

Bilan : le client est satisfait avec une progression de 15% du chiffre d'affaires en avril.

Budget : 11K€

Commercial : Ludovic Jouault",,https://go.sudouest-publicite.com/e/433602/uHSwLKjoj4JQ4-edit-usp-sharing/b5c9fm/1654214697/h/zrbc_1J3EYHrKAn8DNXP5Asc7SamIPH3mQ8fkMoGOv4
216,PME 16 - 17 IMMOBILIER,"Dans un contexte où les ventes automobiles sont à la peine : 2 suppléments de 8 pages sur les idées reçues sur les Véhicules Hybrides sont sortis 

Un dispositif : 2 suppléments, une campagne display et des mini sites ont été mis en place. 

Un travail collectif entre ETIGE et PME 

Budget : 9,5K€ pour le 16 et 13,5K€ pour le 17.",,
217,1er Salon du Camping car/vans et fourgon de tourisme - Rochefort (17),"Du 18 au 21 avril les 7 concessionnaires du département se sont associés pour la première fois pour créer un événement commun. 

Avec un début d'année compliqué chez les concessionnaires, beaucoup de stock étaient à écouler. 

Dispositif médias Classic : print  QSO et Sud Ouest Week-End + Display sur le 16 et 17, Nord Gironde simple et efficace conseillé par Sylvie Bernard.

Budget : plus de 8k€ 

Bilan : 5500 entrées des ventes sur site et à venir la deuxième édition aura lieu en septembre  et peut être plus vite que prévue",,
218,MCDO - Barbezieux (16),"Le 5ème Mcdo de Charente à ouvert le mardi 16 avril à Barbezieux.

Budget : 7K€ de signé par Samuel

Dispositif : une double page, un arche, une manchette de Une , un F1 et du display 100% impactant.

Bilan : client ravi.",,
219,Nouveau Dossier commercial pour le spécial immobilier 2024,,,https://go.sudouest-publicite.com/e/433602/OS1wuOcbneVNc-edit-usp-sharing/b5c9g1/1654214697/h/zrbc_1J3EYHrKAn8DNXP5Asc7SamIPH3mQ8fkMoGOv4
220,"L'équipe de l'agence Eliette était présente au salon Résolution, jeudi 11 avril.",,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b5c9gb/1654214697/h/zrbc_1J3EYHrKAn8DNXP5Asc7SamIPH3mQ8fkMoGOv4
221,Beach Rugby 2024 : c'est parti !,"La deuxième édition du Beach Rugby, organisée par Sud Ouest, la Ligue de Rugby Aquitaine et pilotée par Rugby 360 débarque sur la plage centrale d’Arcachon les 19 et 20 juillet prochains. Un tournoi entreprise est organisé, inscriptions ouvertes à toutes et à tous.",,https://go.sudouest-publicite.com/e/433602/1Aflg9MOWBmj4-edit-usp-sharing/b5c9gf/1654214697/h/zrbc_1J3EYHrKAn8DNXP5Asc7SamIPH3mQ8fkMoGOv4
222,Retour sur Résolution #2,"La 2e édition de Résolution, la journée des solutions RSE, a eu lieu le 11 avril dernier à Bordeaux.

Bilan : 1200 visiteurs, 60 exposants, 6 tables rondes

Un supplément Sud Ouest x Placéco spécial #RSE

Une belle opération événementielle, éditoriale et commerciale, qui illustre la bonne coopération entre entités du groupe : Placéco, Sud Ouest Publicité, la Cellule Créa et Côte Ouest.",,https://go.sudouest-publicite.com/e/433602/s-des-congres-de-bordeaux-5021/b5c9gj/1654214697/h/zrbc_1J3EYHrKAn8DNXP5Asc7SamIPH3mQ8fkMoGOv4
223,Sud Ouest récompensé par l’étoile ACPM ⭐ pour  « la plus forte progression de l’audience marque »,(journal papier + digital) pour un titre de Presse Quotidienne Régionale au cours du premier trimestre 2024.,,https://go.sudouest-publicite.com/e/433602/ctivity3A718955531526310707229/b5c9gm/1654214697/h/zrbc_1J3EYHrKAn8DNXP5Asc7SamIPH3mQ8fkMoGOv4
224,"Ce weekend, le MAG devient Sud Ouest Week-End","Nouveau format, nouveau nom, à partir de ce week-end, notre hebdomadaire fait peau neuve et révèle sa nouvelle identité. 

Un format plus moderne aux mêmes dimensions que nos quotidiens. 
Un nouveau nom « Sud Ouest Week-End » pour mettre en exergue sa place singulière. Un mag qui s’inscrit dans la continuité et reste fidèle à ses valeurs. 
Une promesse éditoriale qui entend renforcer son identité « régionale ».

Un plan de communication global est mis en place pour faire connaître et découvrir ce rendez-vous et notamment à nos annonceurs.

 
Nous encourageons chacun à partager cette nouveauté sur vos réseaux sociaux dès aujourd’hui grâce à un kit de communication à votre disposition (à communiquer sans modération !) 

Pour en savoir plus, vous disposez dans la Market Place du Kit média dédié.

Pour ceux qui voudraient se rafraîchir la mémoire sur les évolutions commerciales de ce nouveau rendez-vous, le replay du campus animé par l’équipe Solutions Médias est disponible dans la Market Place.",,https://go.sudouest-publicite.com/e/433602/8-VYcyeyaJHcg-edit-usp-sharing/b57kqb/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
225,"Event  ""la ligue dénonce"" - Gironde","L'objectif de la campagne a été de promouvoir l'événement “La ligue dénonce” et inciter la population à se mobiliser en assistant à cette journée organisé par la ligue contre le cancer qui aura lieu le 28 mai prochain.

Cible : tous les publics 
Zone géographique : Gironde

Un dispositif print :

manchette UNE print ( 2 parutions/ sem. durant 8 semaines)
1 page Grand Angle pour le 11/05
Budget : 9 KE 
Signé par Carole Jallot ",,
226,Nouvelle offre Spotify proposée par Eliette,"Création et diffusion de spots publicitaires audio de 30sec, sur la plateforme de streaming Spotify, à l'occasion des portes ouvertes des écoles CFA Poitou-Charentes et CCI Charente Formation.

Idéal dans un objectif drive to store ou pour mettre en avant un évènement (festival, JPO).

Diffusion des publicités entre les chansons ou entre les podcasts pour les clients non premium. 

Possibilité de réaliser le spot en interne : le client envoie son script et donne des indications sur le type de voix souhaité : femme / homme, jeune / senior, enjoué / exalté , etc.",,https://go.sudouest-publicite.com/e/433602/f5-c631-4dfe-99e0-3d8ff2921e03/b57kqm/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
227,Identité de marque pour Arobase intérim - Eliette,"Suite au RDV Focus Marque Employeur organisé par SOP et Eliette du 31/01 à Bayonne, nous avons signé en mode sprint avec Arobase Intérim. 

Nous les accompagnons dans la conception d'une plateforme de marque ainsi que d'une nouvelle identité de marque. Budget signé : 14K€

Bravo aux équipes Maguy, Isabelle, Elida et client de Virginie.",,
228,Campagne offres éditeurs,"La communication fait actuellement une campagne sur la puissance de nos titres éditeurs afin de soutenir les nouvelles offres Visibilité. 

Nous mettons à votre disposition un Kit de communication si vous souhaitez vous aussi relayer la puissance de nos titres et apporter des éléments de réassurance à votre réseau.",,https://go.sudouest-publicite.com/e/433602/Ci-pvx7AHnm6I-edit-usp-sharing/b57kqq/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
229,3 réalisations Eliette ,Dernier campus proposé par Diane et Maguy ,,https://go.sudouest-publicite.com/e/433602/KYr3AbyhvS8Rp-view-usp-sharing/b57kqt/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
230,L'année internet 2023 par Médiamétrie,Proposé par Isabelle Dousset,,https://go.sudouest-publicite.com/e/433602/IRE1uN41M-PYJ-view-usp-sharing/b57kqx/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
231,Offres de Marketing d'influence,Proposé par Jean-Marie,,https://go.sudouest-publicite.com/e/433602/NMazvsEDXy-view-usp-drive-link/b57kr1/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
232,Synchronisation des agendas et des e-mails dans Salesforce,"Dans le cadre de l'amélioration des usages autour de Salesforce, nous activons une fonctionnalité qui permet de :

synchroniser vos agendas (SF et Google)
capturer les mails échangés avec des clients dont l'adresse mail est renseignée dans les contacts
IMPORTANT : à ce stade, cette fonctionnalité n'est accessible qu'aux commerciaux. 

Mercredi 03 avril, vous allez recevoir un mail qui doit attirer toute votre attention.

 

(si vous ne recevez pas le mail, pensez à regarder dans les SPAMS).

En cas de souci, contacter Katia  Doublet en décrivant le souci rencontré.",,https://go.sudouest-publicite.com/e/433602/93VKo1ldWvAdm-view-usp-sharing/b57kr4/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
233,Bilan santé Pays-Basques ,,,https://go.sudouest-publicite.com/e/433602/mWMOMog5g2EEx-view-usp-sharing/b57kr7/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
234, Bilan CNDP,,,https://go.sudouest-publicite.com/e/433602/sk06LaB8dNsiF-view-usp-sharing/b57krb/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
235,Les 1 an de Placéco Béarn,Placéco Béarn a fêté son premier anniversaire le 7 mars au Palais Beaumont. 300 chefs d'entreprise étaient présents. Au programme: un faux procès sur le sujet de la marque employeur.,,https://go.sudouest-publicite.com/e/433602/T4C5Xtrx2wN1y-view-usp-sharing/b57krf/1641616155/h/v920xb3sortrc-4Oix0h8IVvB04wwtQJKlBtMhQq-R0
236,L'audio Digital : un marché en plein essor,"En pleine expansion, l'audio digital bouleverse la façon dont nous consommons et créons du contenu aujourd'hui...",,
237,HOMEXPO - Gironde,"HOMEXPO est un village permanent de constructeurs de maisons individuelles situé à Bordeaux Lac

Cette année ils souhaitent maintenir une bonne pression publicitaire dans un contexte de crise de l'immobilier et de la construction.

Ils re-signent pour une campagne télé replay et Youtube avec un film réalisé par DIGIVISION, un abonnement META 6 mois, une campagne search à l'année pour un budget global de 35k€.

Une belle signature collective entre Carole Jallot, Murielle Lefrancier, Julie Maingourd et Benjamin Legrand.",,https://go.sudouest-publicite.com/e/433602/tg1mIhZ5NbTts-view-usp-sharing/b4vkh1/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
238,TPE PME GIRONDE,"Mardi 30 janvier, l'équipe commerciale du marché PME Sud Ouest Publicité s'est réunie pour sa première réunion de l'année 2024. Une journée dédiée au partage, à la collaboration et à la construction de nouvelles perspectives. 

Merci et bravo aux commerciaux et managers Pierre-Emmanuel DAVANT, Emmanuelle Roullet, Murielle Lefrancier,  Julien Aymard, Mathieu Gonzalez, Olivier MODESTE pour leur travail et leur implication. Un immense merci également à notre invité Serge Dessay, dont la pensée inspirante confirme que tout est possible lorsque nous prenons la décision d'agir !",,
239,Digivision pour Bordeaux Métropole,"""La Métropole au cœur battant"" une carte de voeux sous la forme d'un slam rythmé par des images de la Métropole, ses agents et ses habitants. Originalité et émotion au programme.",,https://go.sudouest-publicite.com/e/433602/ivity-7157754928508096512-EvlA/b4vkht/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
240,Eliette partenaire de confiance de la CCI Gironde ,"L'agence Eliette a remporté un AMI  et est devenue ""partenaire de confiance"" de la CCI Bordeaux Gironde afin d'accompagner les TPE et PME dans leur développement tout au long de 2024.

La CCI Bordeaux Gironde a sélectionné 3 agences pour les accompagner sur les thématiques suivantes :

Design
Stratégie de marque
Brand (influence, RS, contenu)
 

Ce partenariat dure 1 an durant lequel, la CCI mettra en relation les entreprises avec l'agence.",,https://go.sudouest-publicite.com/e/433602/e-All-secteur-14766-metier-All/b4vkhx/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
241,Nouveautés Offre 2024,"Nous avons de nouvelles conditions tarifaires qui s'appliquent sur les offres programmatique sur mesure :

Google display, Méta, Linkedin et Youtube : les frais de gestion passent de 20% à 30%

 
Gravity, Dv 360 et Displayce : des frais de setup fixe de 300 € doivent être appliqués pour chaque campagne. Ces frais de setup correspondent au paramétrage de la campagne, intégration des visuels. Ces frais ne bénéficient pas de la remise CA.
TV, audion et Leboncoin : rien ne change.
Le book tarif et la calculette digitale sont à jour.

Autre nouvelle, vous pouvez découvrir le kit média Week end disponible dans la market place.",,https://go.sudouest-publicite.com/e/433602/4JOHE7BFN-E9k-edit-usp-sharing/b4vkj7/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
242,Retour sur les premier petit dej RDV Focus avec les experts Eliette,"1er rdv 31/01 à Bayonne très positif avec 3 très bons contacts PME : groupe AROBASE Interim (Virginie) avec une mise en concurrence Eliette sur projet de Marque, Groupe Bouney (Marie) pour les 75 ans en 2025 et Groupe Clim (Ludo) pour com Interne.

Pour avoir plus d'informations sur vos rendez-vous, contactez Maguy ou Diane de chez Eliette !",,
243,Résolution : la journée des solutions RSE,La journée des solutions RSE en Nouvelle-Aquitaine tient sa deuxième édition le 11 avril 2024 au Palais des Congrès de Bordeaux.,,
244,Sud Ouest Evénement lance sa page LinkedIn,Découvrez la nouvelle page Linkedin du groupe à suivre pour tout savoir des prochains événements éditeurs et être relais des actualités des événements Sud Ouest.,,https://go.sudouest-publicite.com/e/433602/ny-sud-ouest-C3A9vC3A8nements-/b4vkjf/1607555631/h/npZY-xpbNuNOA4r1k_giUiJB-v04dKK2w4M1yX-gF0E
